sample,t,x
1,120,11.18281270088668
1,121,10.427674928209994
1,122,8.776793958652041
1,123,9.445963104941171
1,124,10.112516734735308
1,125,9.80793071372031
1,126,9.50003279402622
1,127,10.518440475762244
1,128,11.498973702945163
2,1,10.47175126829931
2,2,11.179872442918816
2,3,12.036597516312145
2,4,12.234352282766542
2,5,12.72181247938705
2,6,11.802759395299422
2,7,10.971545129963268
2,8,10.050403460223999
2,9,11.756988049146427
2,10,13.08648647044665
2,11,11.620901859692674
2,12,9.903901166800212
2,13,12.132846007545831
2,14,10.859578018226644
2,15,10.598131042148013
2,16,13.837630234949147
2,17,11.563855242536091
2,18,12.316838943870312
2,19,13.999844530631373
2,20,13.09904213809204
2,21,11.529020381978562
2,22,11.688594258848912
2,23,13.665341300437076
2,24,13.058629649126436
2,25,13.755915722858868
2,26,13.690193460717056
2,27,14.354700373037412
2,28,11.504045357762347
2,29,11.587635373998445
2,30,12.439649806296531
2,31,12.851824632264071
2,32,12.038174961437877
2,33,12.722853245401128
2,34,11.929415733709298
2,35,11.354823434141924
3,1,7.177689435565075
3,2,11.240128723827008
3,3,9.69911103005206
3,4,10.192594149126029
3,5,9.299450717365357
3,6,9.608855171858421
3,7,10.125751676756844
3,8,10.076651682833335
3,9,10.839102126756641
3,10,9.474372379445395
3,11,7.166656782316609
3,12,11.258087742115869
3,13,9.748313865735156
3,14,9.395275790646162
3,15,9.92774169117162
3,16,8.194812961082482
3,17,9.73842159629159
3,18,7.940736807491367
3,19,12.155969745977291
3,20,9.78599377983006
3,21,10.890251239081023
3,22,9.776110141061771
3,23,10.19937416968881
3,24,9.164822683039723
3,25,8.59928131336529
3,26,9.860860206605699
3,27,10.210793715627984
3,28,11.704703122406386
3,29,9.186772509052155
3,30,9.044224723232517
3,31,10.451944492860237
3,32,7.486479898842942
3,33,8.356921706140005
3,34,8.035665769791581
3,35,9.528217605850044
3,36,11.384798186334352
3,37,11.315074838208444
3,38,9.189032465228175
3,39,12.510510862263564
3,40,10.155037974179814
3,41,8.441767087733428
3,42,10.764908029184742
3,43,9.25140383926329
3,44,10.50884360080884
3,45,11.77512700445989
3,46,11.330915501638708
3,47,12.569333944438519
3,48,10.246159743341499
3,49,12.697296334470934
3,50,10.768130848483853
3,51,11.480806879975598
3,52,10.019486170310348
3,53,9.151753272499281
3,54,12.317780232557313
3,55,13.487003953541727
3,56,9.523741360996777
3,57,10.154998949519474
3,58,10.729663093607536
3,59,11.236108921361167
3,60,8.125441938087116
3,61,8.362306170018577
3,62,10.047221085083267
3,63,9.306362932530927
3,64,9.187684067349627
3,65,9.175054417366269
3,66,11.52667750417829
3,67,10.35687680011033
3,68,9.446064282605182
3,69,8.641062568594647
3,70,13.188766653914458
3,71,9.916928214522061
3,72,8.437463774260918
3,73,11.623967607707598
3,74,10.290734495391732
3,75,11.150922298889395
3,76,10.552597802696537
3,77,10.235267620835854
3,78,10.918442596289367
3,79,9.357838509431607
3,80,10.701885792803566
3,81,12.694035807298317
3,82,12.192078637389782
3,83,9.206465608523906
3,84,10.96419790903527
3,85,10.146590603664047
3,86,9.639337651877726
3,87,13.406962276007025
3,88,12.144116331146028
3,89,11.017119206564704
3,90,11.229301211018068
3,91,11.556982997923278
3,92,12.220343394506468
3,93,7.772668451654452
3,94,11.174142198970138
3,95,9.952990701120036
3,96,10.443816961554493
3,97,10.294285998589777
3,98,9.397558842777562
3,99,10.728811372246211
3,100,11.566018995390662
3,101,11.745306621043696
3,102,10.824474041464397
3,103,9.394922867534838
3,104,10.336541092235658
3,105,7.18783114408763
3,106,6.971943552568902
3,107,9.719919901673789
3,108,10.451328319765103
3,109,8.633504452477352
3,110,7.856130064094442
3,111,6.768214162978893
3,112,8.701187500787281
3,113,7.653400477431408
3,114,8.923951147219856
3,115,8.01494422665134
3,116,8.09293875083522
3,117,9.61245708029293
3,118,9.17359217303091
3,119,8.665623289215967
3,120,8.178970955574897
3,121,8.76105804640978
3,122,7.7724757581723996
3,123,8.49385728432637
3,124,9.817322733946508
3,125,9.866162269095598
3,126,9.304077771909828
3,127,7.607414578584438
3,128,9.949921014872256
3,129,12.339930829239794
3,130,7.829741494160276
3,131,8.95695777712976
3,132,8.884796436511154
3,133,7.756976876854617
3,134,7.846086416469866
3,135,9.174408524768616
3,136,8.511705302360195
3,137,7.332018404922547
4,1,11.680439981629748
4,2,14.860160019198476
4,3,11.715655271212524
4,4,11.38606450521039
4,5,11.228430337833066
4,6,11.510672370448749
4,7,12.60410411003854
4,8,12.138370616487748
4,9,12.326790559341944
4,10,9.721382043824025
4,11,13.992427334981198
4,12,12.229675950825234
4,13,12.976952839424866
4,14,10.139233184162467
4,15,10.7663193257069
4,16,8.931140052763459
4,17,8.996538505486997
4,18,11.367719451612231
4,19,11.362235477505532
4,20,13.023905599582664
4,21,11.782340528357537
4,22,9.767845613452268
4,23,12.395993795908119
4,24,9.846785869483215
4,25,10.662212053311736
4,26,11.459412205626588
4,27,9.605677551011695
4,28,12.264985619126833
4,29,11.042503120064442
4,30,11.669167287357087
4,31,12.765744778804613
4,32,12.922116691279271
4,33,9.070582489529276
4,34,10.84220917690775
4,35,11.521405858562945
4,36,11.960239091944942
4,37,11.826788701150937
4,38,10.315016682478293
4,39,10.766194738990375
4,40,10.964231240795748
4,41,11.953070022239041
4,42,10.350753760190573
4,43,10.948650749077252
4,44,13.314162152700293
4,45,8.321451908734595
4,46,9.577803416970097
4,47,9.87659950106693
4,48,11.44902669106853
4,49,11.68399821760962
4,50,12.933653401317471
4,51,11.624800108384578
4,52,11.121751693197524
4,53,10.92273537472363
4,54,10.748436412589268
4,55,11.822417783889074
4,56,13.560357078493153
4,57,14.39378672957666
4,58,13.638175372495763
4,59,11.697466842654013
4,60,11.67519992564484
4,61,11.241397394020256
4,62,10.800571569066404
4,63,12.85162286208357
4,64,10.675778694472173
4,65,11.541239212685495
4,66,13.208540915092158
4,67,12.36404676457258
4,68,9.93079199746944
4,69,11.014912597142585
4,70,11.4184603993682
4,71,9.672530940083847
4,72,9.249255665267686
4,73,11.82008537312958
4,74,10.139653753119692
4,75,8.644965299609735
4,76,9.451372067723055
4,77,10.229102979693513
4,78,8.417770594492415
4,79,9.929776529370002
4,80,9.991029464044715
4,81,8.6792807450171
4,82,9.657855105724273
4,83,10.654620764375405
4,84,9.422178672294525
4,85,12.10339227306947
4,86,9.848778476842291
4,87,10.26170098706466
4,88,10.747495279331478
4,89,12.66600129009844
4,90,10.815117899499473
4,91,11.230529874171067
4,92,11.131017967563087
4,93,10.170168625259072
4,94,11.540787794699368
4,95,10.11422007173602
